date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,impfzentren,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24095,2,0,0,NA,0,0,0,0,24095,2,0,0,151125,0,0,0
2020-12-28,17968,0,0,0,impfzentren,521625,0,0,0,42063,2,0,0,672750,0,0,0
2020-12-29,50025,0,1,0,NA,0,0,0,0,92088,2,1,0,672750,0,0,0
2020-12-30,63491,0,0,0,impfzentren,653250,0,0,0,155579,2,1,0,1326000,0,0,0
2020-12-31,49693,0,0,0,NA,0,0,0,0,205272,2,1,0,1326000,0,0,0
2021-01-01,25337,5,3,0,NA,0,0,0,0,230609,7,4,0,1326000,0,0,0
2021-01-02,47951,0,0,0,NA,0,0,0,0,278560,7,4,0,1326000,0,0,0
2021-01-03,22409,1,0,0,NA,0,0,0,0,300969,8,4,0,1326000,0,0,0
2021-01-04,45822,1,0,0,NA,0,0,0,0,346791,9,4,0,1326000,0,0,0
2021-01-05,51969,1,0,0,NA,0,0,0,0,398760,10,4,0,1326000,0,0,0
2021-01-06,62448,6,3,0,NA,0,0,0,0,461208,16,7,0,1326000,0,0,0
2021-01-07,53961,3,2,0,NA,0,0,0,0,515169,19,9,0,1326000,0,0,0
2021-01-08,61603,51,1,0,impfzentren,687375,0,0,0,576772,70,10,0,2013375,0,0,0
2021-01-09,59968,3,1,0,NA,0,0,0,0,636740,73,11,0,2013375,0,0,0
2021-01-10,35244,8,0,0,NA,0,0,0,0,671984,81,11,0,2013375,0,0,0
2021-01-11,67485,13,2,0,NA,0,0,0,0,739469,94,13,0,2013375,0,0,0
2021-01-12,78251,15,1,0,impfzentren,0,63600,0,0,817720,109,14,0,2013375,63600,0,0
2021-01-13,109564,1169,0,0,NA,0,0,0,0,927284,1278,14,0,2013375,63600,0,0
2021-01-14,77975,5148,0,0,NA,0,0,0,0,1005259,6426,14,0,2013375,63600,0,0
2021-01-15,85196,5266,5,0,NA,0,0,0,0,1090455,11692,19,0,2013375,63600,0,0
2021-01-16,55656,1679,1,0,NA,0,0,0,0,1146111,13371,20,0,2013375,63600,0,0
2021-01-17,46294,1261,1,1,NA,0,0,0,0,1192405,14632,21,1,2013375,63600,0,0
2021-01-18,77762,4142,1,0,NA,0,0,0,0,1270167,18774,22,1,2013375,63600,0,0
2021-01-19,115132,3661,8,0,impfzentren,842400,0,0,0,1385299,22435,30,1,2855775,63600,0,0
2021-01-20,129427,2742,3,0,NA,0,0,0,0,1514726,25177,33,1,2855775,63600,0,0
2021-01-21,102241,2740,2,0,NA,0,0,0,0,1616967,27917,35,1,2855775,63600,0,0
2021-01-22,99427,2187,8,0,NA,0,0,0,0,1716394,30104,43,1,2855775,63600,0,0
2021-01-23,86226,354,3,0,NA,0,0,0,0,1802620,30458,46,1,2855775,63600,0,0
2021-01-24,47090,198,4,0,NA,0,0,0,0,1849710,30656,50,1,2855775,63600,0,0
2021-01-25,89623,1416,3,0,NA,0,0,0,0,1939333,32072,53,1,2855775,63600,0,0
2021-01-26,96095,1435,7,0,impfzentren,489060,0,0,0,2035428,33507,60,1,3344835,63600,0,0
2021-01-27,107580,1786,8,0,NA,0,0,0,0,2143008,35293,68,1,3344835,63600,0,0
2021-01-28,90646,1628,3,0,NA,0,0,0,0,2233654,36921,71,1,3344835,63600,0,0
2021-01-29,106282,1480,7,0,NA,0,0,0,0,2339936,38401,78,1,3344835,63600,0,0
2021-01-30,87132,880,2,0,NA,0,0,0,0,2427068,39281,80,1,3344835,63600,0,0
2021-01-31,56488,376,5,0,impfzentren,0,90000,0,0,2483556,39657,85,1,3344835,153600,0,0
2021-02-01,117267,2209,51,0,NA,0,0,0,0,2600823,41866,136,1,3344835,153600,0,0
2021-02-02,128935,3061,13,0,impfzentren,747630,0,0,0,2729758,44927,149,1,4092465,153600,0,0
2021-02-03,154673,6328,26,1,NA,0,0,0,0,2884431,51255,175,2,4092465,153600,0,0
2021-02-04,127285,5833,5,0,NA,0,0,0,0,3011716,57088,180,2,4092465,153600,0,0
2021-02-05,140059,6449,8,0,NA,0,0,0,0,3151775,63537,188,2,4092465,153600,0,0
2021-02-06,91037,2626,1,0,impfzentren,0,0,345600,0,3242812,66163,189,2,4092465,153600,345600,0
2021-02-07,50974,2326,2,0,NA,0,0,0,0,3293786,68489,191,2,4092465,153600,345600,0
2021-02-08,104997,3821,27,0,NA,0,0,0,0,3398783,72310,218,2,4092465,153600,345600,0
2021-02-09,130500,3434,113,0,impfzentren,747630,0,0,0,3529283,75744,331,2,4840095,153600,345600,0
2021-02-10,141597,4235,8333,0,NA,0,0,0,0,3670880,79979,8664,2,4840095,153600,345600,0
2021-02-11,120124,7267,16315,2,NA,0,0,0,0,3791004,87246,24979,4,4840095,153600,345600,0
2021-02-12,131556,9298,14223,3,impfzentren,0,0,391200,0,3922560,96544,39202,7,4840095,153600,736800,0
2021-02-13,90759,3257,13349,1,NA,0,0,0,0,4013319,99801,52551,8,4840095,153600,736800,0
2021-02-14,55488,2474,7244,1,NA,0,0,0,0,4068807,102275,59795,9,4840095,153600,736800,0
2021-02-15,104579,5229,15454,1,impfzentren,0,182400,0,0,4173386,107504,75249,10,4840095,336000,736800,0
2021-02-16,108392,6119,19590,1,impfzentren,904410,0,0,0,4281778,113623,94839,11,5744505,336000,736800,0
2021-02-17,122006,7997,20755,1,NA,0,0,0,0,4403784,121620,115594,12,5744505,336000,736800,0
2021-02-18,112190,8224,23835,1,NA,0,0,0,0,4515974,129844,139429,13,5744505,336000,736800,0
2021-02-19,120947,9960,27414,1,impfzentren,0,0,715200,0,4636921,139804,166843,14,5744505,336000,1452000,0
