date,administered_doses_pfizer,administered_doses_moderna,administered_doses_astrazeneca,administered_doses_jj,einrichtung,delivered_doses_pfizer,delivered_doses_moderna,delivered_doses_astrazeneca,delivered_doses_jj,cum_administered_doses_pfizer,cum_administered_doses_moderna,cum_administered_doses_astrazeneca,cum_administered_doses_jj,cum_delivered_doses_pfizer,cum_delivered_doses_moderna,cum_delivered_doses_astrazeneca,cum_delivered_doses_jj
2020-12-26,0,0,0,0,impfzentren,151125,0,0,0,0,0,0,0,151125,0,0,0
2020-12-27,24155,2,0,0,NA,0,0,0,0,24155,2,0,0,151125,0,0,0
2020-12-28,18031,0,0,0,impfzentren,521625,0,0,0,42186,2,0,0,672750,0,0,0
2020-12-29,50203,0,1,0,NA,0,0,0,0,92389,2,1,0,672750,0,0,0
2020-12-30,63827,0,0,0,impfzentren,653250,0,0,0,156216,2,1,0,1326000,0,0,0
2020-12-31,49830,0,0,0,NA,0,0,0,0,206046,2,1,0,1326000,0,0,0
2021-01-01,25427,5,3,0,NA,0,0,0,0,231473,7,4,0,1326000,0,0,0
2021-01-02,48060,0,0,0,NA,0,0,0,0,279533,7,4,0,1326000,0,0,0
2021-01-03,22442,2,0,0,NA,0,0,0,0,301975,9,4,0,1326000,0,0,0
2021-01-04,45942,1,0,0,NA,0,0,0,0,347917,10,4,0,1326000,0,0,0
2021-01-05,52344,1,0,0,NA,0,0,0,0,400261,11,4,0,1326000,0,0,0
2021-01-06,62678,6,3,0,NA,0,0,0,0,462939,17,7,0,1326000,0,0,0
2021-01-07,54690,4,2,1,NA,0,0,0,0,517629,21,9,1,1326000,0,0,0
2021-01-08,62321,51,1,0,impfzentren,687375,0,0,0,579950,72,10,1,2013375,0,0,0
2021-01-09,60165,3,1,0,NA,0,0,0,0,640115,75,11,1,2013375,0,0,0
2021-01-10,35773,9,0,0,NA,0,0,0,0,675888,84,11,1,2013375,0,0,0
2021-01-11,67954,14,2,0,NA,0,0,0,0,743842,98,13,1,2013375,0,0,0
2021-01-12,78733,15,1,0,impfzentren,0,63600,0,0,822575,113,14,1,2013375,63600,0,0
2021-01-13,110349,1173,0,0,NA,0,0,0,0,932924,1286,14,1,2013375,63600,0,0
2021-01-14,78626,5156,0,0,NA,0,0,0,0,1011550,6442,14,1,2013375,63600,0,0
2021-01-15,85998,5276,5,0,NA,0,0,0,0,1097548,11718,19,1,2013375,63600,0,0
2021-01-16,56015,1681,1,0,NA,0,0,0,0,1153563,13399,20,1,2013375,63600,0,0
2021-01-17,46179,1262,1,1,NA,0,0,0,0,1199742,14661,21,2,2013375,63600,0,0
2021-01-18,78276,4153,1,0,NA,0,0,0,0,1278018,18814,22,2,2013375,63600,0,0
2021-01-19,115722,3678,9,0,impfzentren,842400,0,0,0,1393740,22492,31,2,2855775,63600,0,0
2021-01-20,129290,2754,3,0,NA,0,0,0,0,1523030,25246,34,2,2855775,63600,0,0
2021-01-21,102343,2747,1,0,NA,0,0,0,0,1625373,27993,35,2,2855775,63600,0,0
2021-01-22,99483,2190,9,0,NA,0,0,0,0,1724856,30183,44,2,2855775,63600,0,0
2021-01-23,86235,354,3,0,NA,0,0,0,0,1811091,30537,47,2,2855775,63600,0,0
2021-01-24,47032,199,4,0,NA,0,0,0,0,1858123,30736,51,2,2855775,63600,0,0
2021-01-25,89525,1419,3,0,NA,0,0,0,0,1947648,32155,54,2,2855775,63600,0,0
2021-01-26,96155,1438,7,0,impfzentren,489060,0,0,0,2043803,33593,61,2,3344835,63600,0,0
2021-01-27,107631,1790,8,1,NA,0,0,0,0,2151434,35383,69,3,3344835,63600,0,0
2021-01-28,91244,1629,3,0,NA,0,0,0,0,2242678,37012,72,3,3344835,63600,0,0
2021-01-29,106463,1481,8,0,NA,0,0,0,0,2349141,38493,80,3,3344835,63600,0,0
2021-01-30,87347,880,2,0,NA,0,0,0,0,2436488,39373,82,3,3344835,63600,0,0
2021-01-31,56770,377,5,0,impfzentren,0,90000,0,0,2493258,39750,87,3,3344835,153600,0,0
2021-02-01,117522,2212,51,0,NA,0,0,0,0,2610780,41962,138,3,3344835,153600,0,0
2021-02-02,129437,3072,13,0,impfzentren,747630,0,0,0,2740217,45034,151,3,4092465,153600,0,0
2021-02-03,156164,6331,26,0,NA,0,0,0,0,2896381,51365,177,3,4092465,153600,0,0
2021-02-04,128415,5840,5,0,NA,0,0,0,0,3024796,57205,182,3,4092465,153600,0,0
2021-02-05,140842,6463,8,0,NA,0,0,0,0,3165638,63668,190,3,4092465,153600,0,0
2021-02-06,91390,2630,1,0,impfzentren,0,0,345600,0,3257028,66298,191,3,4092465,153600,345600,0
2021-02-07,51177,2332,2,1,NA,0,0,0,0,3308205,68630,193,4,4092465,153600,345600,0
2021-02-08,105245,3831,29,1,NA,0,0,0,0,3413450,72461,222,5,4092465,153600,345600,0
2021-02-09,130789,3438,113,0,impfzentren,747630,0,0,0,3544239,75899,335,5,4840095,153600,345600,0
2021-02-10,142260,4251,8352,0,NA,0,0,0,0,3686499,80150,8687,5,4840095,153600,345600,0
2021-02-11,120446,7281,16346,2,NA,0,0,0,0,3806945,87431,25033,7,4840095,153600,345600,0
2021-02-12,132188,9319,14275,3,impfzentren,0,0,391200,0,3939133,96750,39308,10,4840095,153600,736800,0
2021-02-13,90909,3261,13371,1,NA,0,0,0,0,4030042,100011,52679,11,4840095,153600,736800,0
2021-02-14,55534,2478,7256,1,NA,0,0,0,0,4085576,102489,59935,12,4840095,153600,736800,0
2021-02-15,104730,5273,15480,1,impfzentren,0,182400,0,0,4190306,107762,75415,13,4840095,336000,736800,0
2021-02-16,108422,6161,19619,1,impfzentren,904410,0,0,0,4298728,113923,95034,14,5744505,336000,736800,0
2021-02-17,122272,8014,20798,1,NA,0,0,0,0,4421000,121937,115832,15,5744505,336000,736800,0
2021-02-18,112311,8235,23881,5,NA,0,0,0,0,4533311,130172,139713,20,5744505,336000,736800,0
2021-02-19,121138,9974,27482,1,impfzentren,0,0,715200,0,4654449,140146,167195,21,5744505,336000,1452000,0
2021-02-20,86567,4470,21256,1,NA,0,0,0,0,4741016,144616,188451,22,5744505,336000,1452000,0
2021-02-21,66617,3644,15716,1,NA,0,0,0,0,4807633,148260,204167,23,5744505,336000,1452000,0
2021-02-22,122967,8952,23670,1,NA,0,0,0,0,4930600,157212,227837,24,5744505,336000,1452000,0
2021-02-23,134087,7232,28939,1,impfzentren,926640,0,0,0,5064687,164444,256776,25,6671145,336000,1452000,0
2021-02-24,131795,7623,36738,1,NA,0,0,0,0,5196482,172067,293514,26,6671145,336000,1452000,0
2021-02-25,131556,6769,50960,0,NA,0,0,0,0,5328038,178836,344474,26,6671145,336000,1452000,0
2021-02-26,141526,8850,62974,0,NA,0,0,0,0,5469564,187686,407448,26,6671145,336000,1452000,0
2021-02-27,92851,4086,51078,0,impfzentren,0,342900,0,0,5562415,191772,458526,26,6671145,678900,1452000,0
2021-02-28,61541,3964,37709,1,NA,0,0,0,0,5623956,195736,496235,27,6671145,678900,1452000,0
2021-03-01,130424,9637,58442,0,NA,0,0,0,0,5754380,205373,554677,27,6671145,678900,1452000,0
2021-03-02,140355,10044,68944,0,impfzentren,1014390,0,650400,0,5894735,215417,623621,27,7685535,678900,2102400,0
2021-03-03,158038,15120,74576,0,NA,0,0,0,0,6052773,230537,698197,27,7685535,678900,2102400,0
2021-03-04,141439,14488,89284,0,NA,0,0,0,0,6194212,245025,787481,27,7685535,678900,2102400,0
2021-03-05,148222,13386,113227,1,NA,0,0,0,0,6342434,258411,900708,28,7685535,678900,2102400,0
2021-03-06,109394,8861,84369,0,NA,0,0,0,0,6451828,267272,985077,28,7685535,678900,2102400,0
2021-03-07,79851,6665,61239,0,NA,0,0,0,0,6531679,273937,1046316,28,7685535,678900,2102400,0
2021-03-08,134124,10972,92738,0,NA,0,0,0,0,6665803,284909,1139054,28,7685535,678900,2102400,0
2021-03-09,140325,12796,99518,0,impfzentren,1083420,0,960000,0,6806128,297705,1238572,28,8768955,678900,3062400,0
2021-03-10,159449,12237,117595,1,NA,0,0,0,0,6965577,309942,1356167,29,8768955,678900,3062400,0
