date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_age_indication,cum_vacs_profession_indication,cum_vacs_medical_indication,cum_vacs_care_homes,cum_vacs_age_indication_first_dose,cum_vacs_profession_indication_first_dose,cum_vacs_medical_indication_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_age_indication_second_dose,cum_vacs_profession_indication_second_dose,cum_vacs_medical_indication_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_age_indication,new_vacs_profession_indication,new_vacs_medical_indication,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2021-01-06,461914,62783,62782,1,461909,2,3,460827,1087,0.006,0,169498,225530,19910,180812,169086,225082,19910,180181,412,448,0,631,62780,1,2,21511,32965,3421,23156,309564,309559,2,3
2021-01-07,517897,55983,55979,4,517892,2,3,516806,1091,0.006,0,189172,254868,22957,197233,188758,254418,22957,196600,414,450,0,633,55983,0,0,19674,29338,3047,16421,316431,316426,2,3
2021-01-08,580775,62878,62579,299,580770,2,3,579385,1390,0.007,0,211521,287315,26324,218219,211009,286711,26320,217449,512,604,4,770,62878,0,0,22349,32447,3367,20986,360035,360031,2,2
2021-01-09,642007,61232,61183,49,642002,2,3,640568,1439,0.008,0,237322,313238,29007,243325,236798,312599,29003,242545,524,639,4,780,61232,0,0,25801,25923,2683,25106,368657,368653,2,2
2021-01-10,676989,34982,34976,6,676984,2,3,675544,1445,0.008,0,252455,327794,30379,256315,251929,327151,30375,255535,526,643,4,780,34982,0,0,15133,14556,1372,12990,379552,379548,2,2
2021-01-11,743127,66138,66091,47,743121,3,3,741635,1492,0.009,0,277513,359176,33587,276774,276967,358513,33583,275968,546,663,4,806,66137,1,0,25058,31382,3208,20459,397349,397344,3,2
2021-01-12,825882,82755,82706,49,825874,3,5,824341,1541,0.01,0,305695,401338,36582,301731,305147,400670,36578,300888,548,668,4,843,82753,0,2,28182,42162,2995,24957,426751,426745,2,4
2021-01-13,937280,111398,110987,411,936475,800,5,935328,1952,0.011,0,345167,458844,40485,337339,344574,458093,40466,336399,593,751,19,940,110601,797,0,39472,57506,3903,35608,475366,474566,798,2
2021-01-14,1020192,82912,82633,279,1014803,5384,5,1017961,2231,0.012,0,374803,501101,42769,361463,374094,500254,42750,360452,709,847,19,1011,78328,4584,0,29636,42257,2284,24124,502295,496911,5382,2
2021-01-15,1110288,90096,89426,670,1099443,10821,24,1107387,2901,0.013,0,408725,545673,46728,389202,407810,544625,46700,387982,915,1048,28,1220,84640,5437,19,33922,44572,3959,27739,529513,518673,10819,21
2021-01-16,1167468,57180,56210,970,1154851,12593,24,1163597,3871,0.014,0,432983,570627,48859,408798,431664,569232,48767,407047,1319,1395,92,1751,55408,1772,0,24258,24954,2131,19596,525461,512849,12591,21
2021-01-17,1214974,47506,30840,16666,1201051,13898,25,1194437,20537,0.014,0,453449,591002,50884,428544,444215,583354,50014,417145,9234,7648,870,11399,46200,1305,1,20466,20375,2025,19746,537985,524067,13896,22
2021-01-18,1296299,81325,65698,15627,1278807,17466,26,1260135,36164,0.015,0,482728,633883,53106,448900,467235,619730,51700,430238,15493,14153,1406,18662,77756,3568,1,29279,42881,2222,20356,553172,535686,17463,23
2021-01-19,1408501,112202,80160,32042,1387970,20455,76,1340295,68206,0.016,0.001,519765,695968,56714,479843,492669,666683,54375,447938,27096,29285,2339,31905,109163,2989,50,37037,62085,3608,30943,582619,562096,20452,71
2021-01-20,1539197,130696,79980,50716,1515932,23185,80,1420275,118922,0.017,0.001,568076,760039,60957,522078,522876,706310,57505,469463,45200,53729,3452,52615,127962,2730,4,48311,64071,4243,42235,601917,579457,22385,75
2021-01-21,1643066,103869,64172,39697,1617212,25774,80,1484447,158619,0.018,0.002,610150,808503,65406,556195,549621,735602,60889,487988,60529,72901,4517,68207,101280,2589,0,42074,48464,4449,34117,622874,602409,20390,75
2021-01-22,1744598,101532,67284,34248,1716731,27775,92,1551731,192867,0.019,0.002,654049,853889,69013,590642,579902,764987,63599,506975,74147,88902,5414,83667,99519,2001,12,43899,45386,3607,34447,634310,617288,16954,68
2021-01-23,1829881,85283,40674,44609,1801630,28158,93,1592405,237476,0.019,0.003,691767,890989,72414,617916,599855,780966,64783,516268,91912,110023,7631,101648,84899,383,1,37718,37100,3401,27274,662413,646779,15565,69
2021-01-24,1879033,49152,25417,23735,1850534,28402,97,1617822,261211,0.019,0.003,715655,910067,73331,632982,614016,789814,65130,521524,101639,120253,8201,111458,48904,244,4,23888,19078,917,15066,664059,649483,14504,72
2021-01-25,1974906,95873,58146,37727,1944683,30124,99,1675968,298938,0.02,0.004,756375,951632,76827,658117,642321,811974,66847,534304,114054,139658,9980,123813,94149,1722,2,40720,41565,3496,25135,678607,665876,12658,73
2021-01-26,2073931,99025,50929,48096,2042048,31778,105,1726897,347034,0.021,0.004,796572,997196,80614,684405,667753,831436,68195,545278,128819,165760,12419,139127,97365,1654,6,40197,45564,3787,26288,665430,654078,11323,29
2021-01-27,2184622,110691,51579,59112,2150805,33704,113,1778476,406146,0.021,0.005,839834,1049509,85786,715259,691463,852265,70042,556304,148371,197244,15744,158955,108757,1926,8,43262,52313,5172,30854,645425,634873,10519,33
2021-01-28,2275642,91020,45097,45923,2240189,35339,114,1823573,452069,0.022,0.005,877990,1090332,89974,739697,713483,869115,71590,567469,164507,221217,18384,172228,89384,1635,1,38156,40823,4188,24438,632576,622977,9565,34
2021-01-29,2383609,107967,51149,56818,2346683,36744,182,1874722,508887,0.023,0.006,920894,1138243,95507,769100,735839,888487,73819,578309,185055,249756,21688,190791,106494,1405,68,42904,47911,5533,29403,639011,629952,8969,90
2021-01-30,2469933,86324,35269,51055,2432132,37618,183,1909991,559942,0.023,0.007,957412,1174692,99468,796433,752473,901967,75224,586328,204939,272725,24244,210105,85449,874,1,36518,36449,3961,27333,640052,630502,9460,90
2021-01-31,2527052,57119,26599,30520,2488886,37983,183,1936590,590462,0.023,0.007,982865,1196922,101575,812430,766590,910861,76411,592657,216275,286061,25164,219773,56754,365,0,25453,22230,2107,15997,648019,638352,9581,86
2021-02-01,2647284,120232,58656,61576,2606850,40194,240,1995246,652038,0.024,0.008,1026174,1260299,105285,839830,787193,944041,78273,602425,238981,316258,27012,237405,117964,2211,57,43309,63377,3710,27400,672378,662167,10070,141
2021-02-02,2776435,129151,62729,66422,2733117,43064,254,2057975,718460,0.025,0.009,1069633,1330364,110479,870030,806216,982089,80866,611659,263417,348275,29613,258371,126267,2870,14,43459,70065,5194,30200,702504,691069,11286,149
2021-02-03,2933853,157418,63550,93868,2884566,49013,274,2121525,812328,0.026,0.01,1128983,1407775,116405,912544,829819,1014401,83062,623312,299164,393374,33343,289232,151449,5949,20,59350,77411,5926,42514,749231,733761,15309,161
2021-02-04,3064400,130547,60609,69938,3009654,54466,280,2182134,882266,0.026,0.011,1177986,1472437,120972,943857,851937,1046473,85311,632945,326049,425964,35661,310912,125088,5453,6,49003,64662,4567,31313,788758,769465,19127,166
2021-02-05,3206189,141789,65777,76012,3145556,60346,287,2247911,958278,0.027,0.012,1232524,1542580,126293,977786,877231,1080338,86905,644262,355293,462242,39388,333524,135902,5880,7,54538,70143,5321,33929,822580,798873,23602,105
2021-02-06,3304624,98435,46068,52367,3241524,62812,288,2293979,1010645,0.028,0.012,1272514,1588658,130853,1003590,896490,1101898,88782,653957,376024,486760,42071,349633,95968,2466,1,39990,46078,4560,25804,834691,809392,25194,105
2021-02-07,3358115,53491,28088,25403,3292664,65161,290,2322067,1036048,0.028,0.012,1298155,1609930,133571,1016823,910800,1112720,90015,659435,387355,497210,43556,357388,51140,2349,2,25641,21272,2718,13233,831063,803778,27178,107
2021-02-08,3467572,109457,53285,56172,3398242,69022,308,2375352,1092220,0.029,0.013,1350672,1655734,137545,1035599,942269,1129343,91902,666781,408403,526391,45643,368818,105578,3861,18,52517,45804,3974,18776,820288,791392,28828,68
2021-02-09,3599654,132082,59221,72861,3526334,72904,416,2434573,1165081,0.029,0.014,1411842,1714380,141993,1058512,978151,1147503,94639,674792,433691,566877,47354,383720,128092,3882,108,61170,58646,4448,22913,823219,793217,29840,162
2021-02-10,3747778,148124,73306,74818,3663845,76495,7438,2507879,1239899,0.03,0.015,1478760,1781046,146001,1087933,1017461,1175177,96286,685176,461299,605869,49715,402757,137511,3591,7022,66918,66666,4008,29421,813925,779279,27482,7164
2021-02-11,3889148,141370,73329,68041,3782850,83442,22856,2581208,1307940,0.031,0.016,1539776,1848576,151475,1113070,1052428,1208053,98713,694775,487348,640523,52762,418295,119005,6947,15418,61016,67530,5474,25137,824748,773196,28976,22576
2021-02-12,4044633,155485,79818,75667,3914816,92914,36903,2661026,1383607,0.032,0.017,1611268,1919253,157751,1138545,1094198,1240389,101429,704318,517070,678864,56322,434227,131966,9472,14047,71492,70677,6276,25475,838444,769260,32568,36616
2021-02-13,4152140,107507,61546,45961,4006719,95949,49472,2722572,1429568,0.033,0.017,1667599,1960972,162355,1156080,1129093,1262877,103231,711418,538506,698095,59124,444662,91903,3035,12569,56331,41719,4604,17535,847516,765195,33137,49184
2021-02-14,4216937,64797,39779,25018,4061824,98350,56763,2762351,1454586,0.033,0.017,1706122,1983696,163973,1164146,1153761,1276081,104081,714928,552361,707615,59892,449218,55105,2401,7291,38523,22724,1618,8066,858822,769160,33189,56473
2021-02-15,4343014,126077,70396,55681,4168765,102747,71502,2832747,1510267,0.034,0.018,1773591,2031897,168008,1183418,1194859,1300739,106358,721524,578732,731158,61650,461894,106941,4397,14739,67469,48201,4035,19272,875442,770523,33725,71194
2021-02-16,4477327,134313,81374,52939,4274427,107982,94918,2914121,1563206,0.035,0.019,1839625,2089928,170683,1200400,1236633,1336138,107879,728440,602992,753790,62804,471960,105662,5235,23416,66034,58031,2675,16982,877673,748093,35078,94502
2021-02-17,4626939,149612,94217,55395,4396817,115503,114619,3008338,1618601,0.036,0.019,1920033,2147919,175770,1221928,1292995,1368705,110873,736858,627038,779214,64897,485070,122390,7521,19701,80408,57991,5087,21528,879161,732972,39008,107181
2021-02-18,4770406,143467,91820,51647,4508171,123266,138969,3100158,1670248,0.037,0.02,1995907,2206102,179208,1240945,1345328,1403985,112659,744258,650579,802117,66549,496687,111354,7763,24350,75874,58183,3438,19017,881258,725321,39824,116113
2021-02-19,4922712,152306,98837,53469,4625980,132648,164084,3198995,1723717,0.038,0.021,2076668,2266444,184080,1258305,1402958,1440066,115287,750941,673710,826378,68793,507364,117809,9382,25115,80761,60342,4872,17360,878079,711164,39734,127181
2021-02-20,5036726,114014,76372,37642,4713917,137120,185689,3275367,1761359,0.039,0.021,2138268,2310157,187738,1272296,1445964,1469322,117533,755178,692304,840835,70205,517118,87937,4472,21605,61600,43713,3658,13991,884586,707198,41171,136217
2021-02-21,5122498,85772,56880,28892,4781186,140348,200964,3332247,1790251,0.04,0.022,2187054,2340674,190304,1282667,1479917,1489494,118664,757407,707137,851180,71640,525260,67269,3228,15275,48786,30517,2566,10371,905561,719362,41998,144201
2021-02-22,5282657,160159,99459,60700,4907671,149155,225831,3431706,1850951,0.041,0.022,2266701,2410287,195201,1300517,1538362,1525084,121627,763642,728339,885203,73574,536875,126485,8807,24867,79647,69613,4897,17850,939643,738906,46408,154329
2021-02-23,5448675,166018,106432,59586,5039706,155979,252990,3538138,1910537,0.043,0.023,2346910,2483166,200501,1318387,1598211,1563793,124757,771284,748699,919373,75744,547103,132035,6824,27159,80209,72879,5300,17870,971348,765279,47997,158072
2021-02-24,5622598,173923,115130,58793,5171262,163503,287833,3653268,1969330,0.044,0.024,2431789,2557990,207079,1337422,1660503,1608669,128907,778912,771286,949321,78172,558510,131556,7524,34843,84879,74824,6578,19035,995659,774445,48000,173214
2021-02-25,5810152,187554,129661,57893,5301748,170022,338382,3782929,2027223,0.045,0.024,2514175,2648479,213515,1355541,1722988,1667176,133470,787131,791187,981303,80045,568410,130486,6519,50549,82386,90489,6436,18119,1039746,793577,46756,199413
2021-02-26,6016777,206625,143117,63508,5440011,178720,398046,3926046,2090731,0.047,0.025,2602819,2749814,220591,1375230,1787946,1735795,138593,794627,814873,1014019,81998,580603,138263,8698,59664,88644,101335,7076,19689,1094065,814031,46072,233962
2021-02-27,6164383,147606,108115,39491,5532257,182902,449224,4034161,2130222,0.049,0.026,2666475,2822116,227301,1388101,1833818,1790224,143432,799030,832657,1031892,83869,589071,92246,4182,51178,63656,72302,6710,12871,1127657,818340,45782,263535
2021-02-28,6272480,108097,83858,24239,5594601,186858,491021,4118019,2154461,0.05,0.026,2714700,2875405,231582,1394762,1868893,1834535,146785,801170,845807,1040870,84797,593592,62344,3956,41797,48225,53289,4281,6661,1149982,813415,46510,290057
2021-03-01,6466489,194009,144720,49289,5723064,195865,547560,4262739,2203750,0.051,0.026,2817221,2953369,239381,1408021,1943445,1896228,153263,806209,873776,1057141,86118,601812,128463,9007,56539,102521,77964,7799,13259,1183832,815393,46710,321729
2021-03-02,6684738,218249,164641,53608,5863522,205515,615701,4427380,2257358,0.053,0.027,2927307,3047588,248982,1422628,2022735,1971725,160632,812692,904572,1075863,88350,609936,140458,9650,68141,110086,94219,9601,14607,1236063,823816,49536,362711
2021-03-03,6925495,240757,173081,67676,6019281,218851,687363,4600461,2325034,0.055,0.028,3047976,3148969,260606,1439862,2105531,2048823,170041,819606,942445,1100146,90565,620256,155759,13336,71662,120669,101381,11624,17234,1302897,848019,55348,399530
2021-03-04,7166379,240884,178525,62359,6161612,232368,772399,4778986,2387393,0.057,0.029,3159240,3258741,272992,1455625,2181653,2136963,180034,825002,977587,1121778,92958,630623,142331,13517,85036,111264,109772,12386,15763,1356227,859864,62346,434017
2021-03-05,7429917,263538,197589,65949,6307832,245222,876863,4976575,2453342,0.06,0.029,3277185,3383782,287941,1471072,2258903,2242620,191990,830697,1018282,1141162,95951,640375,146220,12854,104464,117945,125041,14949,15447,1413140,867821,66502,478817
2021-03-06,7631656,201739,152768,48971,6418100,253801,959755,5129343,2502313,0.062,0.03,3366696,3478463,298371,1480590,2314602,2325555,200824,833966,1052094,1152908,97547,646624,110268,8579,82892,89511,94681,10430,9518,1467273,885843,70899,510531
2021-03-07,7780860,149204,114562,34642,6500808,260522,1019530,5243905,2536955,0.063,0.031,3437978,3544531,306478,1486155,2360956,2383880,208082,835928,1077022,1160651,98396,650227,82708,6721,59775,71282,66068,8107,5565,1508380,906207,73664,528509
2021-03-08,8018185,237325,185021,52304,6636244,271512,1110429,5428926,2589259,0.065,0.031,3556806,3640371,322827,1498475,2442587,2468035,222757,841890,1114219,1172336,100070,656585,135436,10990,90899,118828,95840,16349,12320,1551696,913180,75647,562869
2021-03-09,8267882,249697,194978,54719,6776381,284117,1207384,5623904,2643978,0.068,0.032,3677710,3742787,340236,1512022,2524321,2558568,238262,848791,1153389,1184219,101974,663231,140137,12605,96955,120904,102416,17409,13547,1583144,912859,78602,591683
2021-03-10,8548488,280606,215426,65180,6932203,295625,1320660,5839330,2709158,0.07,0.033,3808598,3856306,360962,1530389,2606688,2661880,256906,860000,1201910,1194426,104056,670389,155822,11508,113276,130888,113519,20726,18367,1622993,912922,76774,633297
2021-03-11,8827547,279059,218146,60913,7080394,308698,1438455,6057476,2770071,0.073,0.033,3937470,3976178,382106,1544008,2689957,2769533,276555,867677,1247513,1206645,105551,676331,148191,13073,117795,128872,119872,21144,13619,1661168,918782,76330,666056
2021-03-12,9146598,319051,247604,71447,7232114,325869,1588615,6305080,2841518,0.076,0.034,4071484,4127850,404783,1559463,2770420,2906954,297406,877132,1301064,1220896,107377,682331,151720,17171,150160,134014,151672,22677,15455,1716681,924282,80647,711752
2021-03-13,9392033,245435,196104,49331,7346436,335465,1710132,6501184,2890849,0.078,0.035,4181046,4240796,425293,1567511,2840453,3011727,316755,881879,1340593,1229069,108538,685632,114322,9596,121517,109562,112946,20510,8048,1760377,928336,81664,750377
2021-03-14,9562851,170818,134785,36033,7435934,340516,1786401,6635969,2926882,0.08,0.035,4266043,4307307,441408,1570975,2896461,3072888,331859,883676,1369582,1234419,109549,687299,89498,5051,76269,84997,66511,16115,3464,1781991,935126,79994,766871
2021-03-15,9809813,246962,188150,58812,7587221,352802,1869790,6824119,2985694,0.082,0.036,4400463,4391447,461474,1582289,2984151,3147219,350790,890548,1416312,1244228,110684,691741,151287,12286,83389,134420,84140,20066,11314,1791628,950977,81290,759361
2021-03-16,9989115,179302,112293,67009,7753877,363533,1871705,6936412,3052703,0.083,0.037,4527474,4426082,473886,1593025,3059300,3169255,361553,895647,1468174,1256827,112333,697378,166656,10731,1915,127011,34635,12412,10736,1721233,977496,79416,664321
2021-03-17,10192118,203003,124106,78897,7938577,380462,1873079,7060518,3131600,0.085,0.038,4672447,4463838,487350,1605072,3141952,3193652,373040,902175,1530495,1270186,114310,702897,184700,16929,1374,144973,37756,13464,12047,1643630,1006374,84837,552419
2021-03-18,10385432,193314,118510,74804,8112846,397940,1874646,7179028,3206404,0.086,0.039,4812398,4498757,499905,1615322,3222615,3215628,383588,907340,1589783,1283129,116317,707982,174269,17478,1567,139951,34919,12555,10250,1557885,1032452,89242,436191
2021-03-19,10625477,240045,157948,82097,8295192,417540,1912745,7336976,3288501,0.088,0.04,4961948,4563922,518114,1627194,3306761,3267408,399605,914537,1655187,1296514,118509,712657,182346,19600,38099,149550,65165,18209,11872,1478879,1063078,91671,324130
2021-03-20,10843333,217856,164075,53781,8430340,432570,1980423,7501051,3342282,0.09,0.04,5078536,4641917,537715,1633319,3379545,3337212,417708,917920,1698991,1304705,120007,715399,135148,15030,67678,116588,77995,19601,6125,1451300,1083904,97105,270291
2021-03-21,11008747,165414,126646,38768,8534339,441739,2032669,7627697,3381050,0.092,0.041,5171749,4694283,554274,1635819,3440184,3384099,433219,919244,1731565,1310184,121055,716575,103999,9169,52246,93213,52366,16559,2500,1445896,1098405,101223,246268
2021-03-22,11271579,262832,185908,76924,8698524,464826,2108229,7813605,3457974,0.094,0.042,5329624,4766248,576579,1645397,3534739,3445389,453483,925279,1794885,1320859,123096,720118,164185,23087,75560,157875,71965,22305,9578,1461766,1111303,112024,238439
2021-03-23,11565308,293729,210542,83187,8877530,484212,2203566,8024147,3541161,0.096,0.043,5490190,4854892,604288,1656865,3629814,3521119,478432,932910,1860376,1333773,125856,723955,179006,19386,95337,160566,88644,27709,11468,1576193,1123653,120679,331861
2021-03-24,11888179,322871,235246,87625,9071612,514609,2301958,8259393,3628786,0.099,0.044,5664852,4952071,635971,1672375,3732242,3605792,507202,944863,1932610,1346279,128769,727512,194082,30397,98392,174662,97179,31683,15510,1696061,1133035,134147,428879
2021-03-25,12213855,325676,246380,79296,9257093,539245,2417517,8505773,3708082,0.102,0.045,5830941,5060081,670798,1683452,3832663,3703768,539527,951994,1998278,1356313,131271,731458,185481,24636,115559,166089,108010,34827,11077,1828423,1144247,141305,542871
2021-03-26,12578995,365140,276493,88647,9459037,571375,2548583,8782266,3796729,0.106,0.046,6003833,5184282,710463,1698535,3933360,3816071,576057,962322,2070473,1368211,134406,736213,201944,32130,131066,172892,124201,39665,15083,1953518,1163845,153835,635838
2021-03-27,12861211,282216,219109,63107,9609378,597663,2654170,9001375,3859836,0.108,0.046,6147056,5279869,744190,1703356,4023632,3903670,607441,965464,2123424,1376199,136749,737892,150341,26288,105587,143223,95587,33727,4821,2017878,1179038,165093,673747
2021-03-28,13054904,193693,141305,52388,9725704,615933,2713267,9142680,3912224,0.11,0.047,6253046,5333384,768116,1706823,4085867,3950861,629648,967502,2167179,1382523,138468,739321,116326,18270,59097,105990,53515,23926,3467,2046157,1191365,174194,680598
2021-03-29,13359183,304279,215982,88297,9912046,639842,2807295,9358662,4000521,0.113,0.048,6418833,5404751,806706,1716518,4180272,4010842,665103,973637,2238561,1393909,141603,742881,186342,23909,94028,165787,71367,38590,9695,2087604,1213522,175016,699066
2021-03-30,13684131,324948,232339,92609,10127989,664554,2891588,9591001,4093130,0.115,0.049,6591913,5474211,853024,1727240,4280843,4069380,706095,981320,2311070,1404831,146929,745920,215943,24712,84293,173080,69460,46318,10722,2118823,1250459,180342,688022
2021-03-31,14017869,333738,232089,101649,10375330,698555,2943984,9823090,4194779,0.118,0.05,6774517,5538855,899988,1738789,4384637,4121392,747318,988525,2389880,1417463,152670,750264,247341,34001,52396,182604,64644,46964,11549,2129690,1303718,183946,642026
2021-04-01,14334122,316253,225013,91240,10607007,728536,2998579,10048103,4286019,0.121,0.052,6936269,5606629,944397,1747554,4476928,4175958,787230,994147,2459341,1430671,157167,753407,231677,29981,54595,161752,67774,44409,8765,2120267,1349914,189291,581062
2021-04-02,14561094,226972,155732,71240,10786754,744243,3030097,10203835,4357259,0.123,0.052,7067172,5654574,981393,1749910,4552089,4213818,820223,995356,2515083,1440756,161170,754554,179747,15707,31518,130903,47945,36996,2356,1982099,1327717,172868,481514
2021-04-03,14789096,228002,162116,65886,10956904,761041,3071151,10365951,4423145,0.125,0.053,7198861,5698683,1018737,1753036,4633025,4248782,853330,997097,2565836,1449901,165407,755939,170150,16798,41054,131689,44109,37344,3126,1927885,1347526,163378,416981
2021-04-04,14982699,193603,140196,53407,11089836,772117,3120746,10506147,4476552,0.126,0.054,7309766,5731715,1048001,1754173,4704262,4274251,879171,997551,2605504,1457464,168830,756622,132932,11076,49595,110905,33032,29264,1137,1927795,1364132,156184,407479
2021-04-05,15230618,247919,174828,73091,11256746,789862,3184010,10680975,4549643,0.128,0.055,7456036,5770066,1081529,1756372,4794323,4302940,907924,998846,2661713,1467126,173605,757526,166910,17745,63264,146270,38351,33528,2199,1871435,1344700,150020,376715
2021-04-06,15597184,366566,269990,96576,11506821,820256,3270107,10950965,4646219,0.132,0.056,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,250075,30394,86097,188890,56620,43111,5556,1913053,1378832,155702,378519
2021-04-07,16253541,656357,564971,91386,12037519,848894,3367128,11515936,4737605,0.138,0.057,7644926,5826686,1124640,1761928,4910112,4346229,944820,1001588,2734814,1480457,179820,760340,530698,28638,97021,0,0,0,0,2235672,1662189,150339,423144
